id,name,type,mana_cost,attack,max_hp,keywords,description
"346","cards.faction_4_unit_husk_name","Unit","1","4","4","ModifierToken",""
"347","cards.faction_4_unit_stygian_observer_name","Unit","7","7","7","ModifierDeathWatchBuffMinionsInHand","cards.faction_4_unit_stygian_observer_desc"
"348","cards.faction_4_unit_cacophynos_name","Unit","4","6","3","ModifierDyingWishDestroyRandomEnemyNearby","cards.faction_4_unit_cacophynos_desc"
"349","cards.building_name","Unit","3","0","10","ModifierToken|ModifierPortal",""
"350","cards.faction_4_unit_void_talon_name","Unit","3","6","1","ModifierTokenCreator|ModifierBuild","cards.faction_4_unit_void_talon_desc"
"351","cards.faction_4_unit_nightmare_operant_name","Unit","2","3","2","ModifierTokenCreator|ModifierDyingWishAddCardToDeck","cards.faction_4_unit_nightmare_operant_desc"
"352","cards.faction_4_unit_moonrider_name","Unit","6","6","6","ModifierTokenCreator|ModifierSynergizeSummonMinionNearby","cards.faction_4_unit_moonrider_desc"
"353","cards.faction_4_unit_gate_to_the_undervault_name","Unit","4","0","0","ModifierTokenCreator|ModifierBuild|ModifierPortal|ModifierInvulnerable|ModifierDeathWatchSpawnRandomDemon","cards.faction_4_unit_gate_to_the_undervault_desc"
"354","cards.faction_4_unit_abomination_name","Unit","1","1","1","ModifierToken",""
"355","cards.faction_4_unit_maehv_name","Unit","0","2","25","","cards.faction_4_unit_maehv_desc"
"356","cards.building_name","Unit","4","0","10","ModifierToken|ModifierPortal",""
"357","Underlord Xor'Xuul","Unit","6","6","1","ModifierOnSummonFromHandApplyEmblems|ModifierFateAbyssianDyingQuest","Trial: Cast 6 spells that destroy a friendly minion. Destiny: Whenever a friendly minion dies, re-summon it on a random space."
"358","Hexclaw","Unit","5","7","2","ModifierDyingWishApplyModifiersToGenerals","Dying Wish: The enemy General gains, ""At the start of your turn, take 1 damage."""
"359","Carrion Collector","Unit","2","1","1","ModifierDyingWishReduceManaCostOfDyingWish","Dying Wish: Lower the cost of all minions with Dying Wish in your deck and action bar by 1."
"360","Abyssal Tormentor","Unit","6","6","6","ModifierStackingShadows|ModifierProvoke","Provoke Your Shadow Creep deals damage equal to the number of friendly Shadow Creep."
"361","Bonecrusher","Unit","3","0","3","ModifierIntensifyBuffSelf","Intensify: This minion gains +5 Attack."
"362","Chittering Tiller","Unit","3","4","3","ModifierOpeningGambitMoveEnemyGeneralForward|ModifierFrenzy","Frenzy Opening Gambit: Teleport the enemy General one space forward."
"363","Gibbet","Unit","2","1","2","","Whenever this attacks an enemy minion, destroy that minion and summon a Gibbet on that space."
"401","cards.faction_5_unit_vaath_name","Unit","0","2","25","","cards.faction_5_unit_vaath_desc"
"402","cards.faction_5_unit_earth_walker_name","Unit","3","3","3","ModifierGrow","cards.faction_5_unit_earth_walker_desc"
"403","cards.faction_5_unit_grimrock_name","Unit","4","3","4","ModifierGrow","cards.faction_5_unit_grimrock_desc"
"404","cards.faction_5_unit_kolossus_name","Unit","5","1","7","ModifierGrow","cards.faction_5_unit_kolossus_desc"
"405","cards.faction_5_unit_makantor_warbeast_name","Unit","6","4","4","ModifierFrenzy|ModifierFirstBlood","cards.faction_5_unit_makantor_warbeast_desc"
"406","cards.faction_5_unit_phalanxar_name","Unit","2","6","1","",""
"407","cards.faction_5_unit_elucidator_name","Unit","4","5","4","ModifierOpeningGambitDamageMyGeneral|ModifierFirstBlood","cards.faction_5_unit_elucidator_desc"
"408","cards.faction_5_unit_unstable_leviathan_name","Unit","7","11","11","","cards.faction_5_unit_unstable_leviathan_desc"
"409","cards.faction_5_unit_kujata_name","Unit","2","2","2","","cards.faction_5_unit_kujata_desc"
"410","cards.faction_5_unit_primordial_gazer_name","Unit","3","2","2","ModifierOpeningGambit","cards.faction_5_unit_primordial_gazer_desc"
"411","cards.faction_5_unit_egg_name","Unit","0","0","1","ModifierToken",""
"412","cards.faction_5_unit_young_silithar_name","Unit","2","2","3","ModifierRebirth","cards.faction_5_unit_young_silithar_desc"
"413","cards.faction_5_unit_veteran_silithar_name","Unit","4","4","4","ModifierRebirth","cards.faction_5_unit_veteran_silithar_desc"
"414","cards.faction_5_unit_silithar_elder_name","Unit","7","7","7","ModifierTokenCreator|ModifierRebirth","cards.faction_5_unit_silithar_elder_desc"
"415","cards.faction_5_unit_spirit_harvester_name","Unit","5","5","5","","cards.faction_5_unit_spirit_harvester_desc"
"416","cards.faction_5_unit_magma_name","Unit","1","1","1","ModifierToken",""
"417","cards.faction_5_unit_vindicator_name","Unit","3","1","3","","cards.faction_5_unit_vindicator_desc"
"418","cards.faction_5_unit_starhorn_name","Unit","0","2","25","","cards.faction_5_unit_starhorn_desc"
"419","cards.faction_5_unit_earth_sister_name","Unit","4","3","4","","cards.faction_5_unit_earth_sister_desc"
"420","cards.faction_5_unit_gro_name","Unit","2","2","4","ModifierBattlePet|ModifierGrow","cards.faction_5_unit_gro_desc"
"421","cards.faction_5_unit_rex_name","Unit","1","3","1","ModifierBattlePet|ModifierRebirth","cards.faction_5_unit_rex_desc"
"422","cards.faction_5_unit_wild_inceptor_name","Unit","4","3","3","ModifierOpeningGambit","cards.faction_5_unit_wild_inceptor_desc"
"423","cards.faction_5_unit_moloki_huntress_name","Unit","3","1","2","ModifierGrow","cards.faction_5_unit_moloki_huntress_desc"
"424","cards.faction_5_unit_dreadnought_name","Unit","6","4","7","ModifierRebirth","cards.faction_5_unit_dreadnought_desc"
"425","cards.faction_5_unit_mandrake_name","Unit","12","6","6","","cards.faction_5_unit_mandrake_desc"
"426","cards.faction_5_unit_visionar_name","Unit","5","5","6","","cards.faction_5_unit_visionar_desc"
"427","cards.faction_5_unit_kin_name","Unit","3","3","3","ModifierToken|ModifierBattlePet",""
"428","cards.faction_5_unit_drogon_name","Unit","4","5","4","ModifierSynergizeApplyModifiersToGeneral","cards.faction_5_unit_drogon_desc"
"429","cards.faction_5_unit_thraex_name","Unit","3","2","4","ModifierSynergizeApplyModifiers","cards.faction_5_unit_thraex_desc"
"430","cards.faction_5_unit_rancour_name","Unit","2","1","3","","cards.faction_5_unit_rancour_desc"
"431","cards.faction_5_unit_valknu_spirit_name","Unit","6","2","25","ModifierToken",""
"432","cards.faction_5_unit_ragebinder_name","Unit","3","3","4","ModifierRebirth|ModifierBondHealMyGeneral","cards.faction_5_unit_ragebinder_desc"
"433","cards.faction_5_unit_lavaslasher_name","Unit","5","4","7","ModifierOpeningGambit","cards.faction_5_unit_lavaslasher_desc"
"434","cards.faction_5_unit_juggernaut_name","Unit","8","4","10","ModifierTokenCreator|ModifierGrow","cards.faction_5_unit_juggernaut_desc"
"435","cards.faction_5_unit_rizen_name","Unit","4","3","2","ModifierTokenCreator","cards.faction_5_unit_rizen_desc"
"436","cards.faction_5_unit_grandmaster_kraigon_name","Unit","9","7","7","ModifierForcefield|ModifierGrow|ModifierFrenzy","cards.faction_5_unit_grandmaster_kraigon_desc"
"437","cards.faction_5_unit_terradon_name","Unit","3","2","8","",""
"438","cards.faction_5_unit_warpup_name","Unit","2","1","1","ModifierForcefield|ModifierFrenzy","cards.faction_5_unit_warpup_desc"
"439","cards.faction_5_unit_catalyst_quillbeast_name","Unit","3","3","4","","cards.faction_5_unit_catalyst_quillbeast_desc"
"440","cards.faction_5_unit_omniseer_name","Unit","4","4","5","ModifierOpeningGambit|ModifierPrimalTile","cards.faction_5_unit_omniseer_desc"
"441","cards.faction_5_unit_progenitor_name","Unit","4","5","4","ModifierTokenCreator|ModifierOpeningGambitProgenitor","cards.faction_5_unit_progenitor_desc"
"442","cards.faction_5_unit_ripper_name","Unit","1","3","1","ModifierToken|ModifierRebirth|ModifierTranscendance","cards.faction_5_unit_ripper_desc"
"443","cards.building_name","Unit","2","0","10","ModifierToken|ModifierPortal",""
"444","cards.faction_5_unit_biomimetic_hulk_name","Unit","2","10","10","ModifierTokenCreator|ModifierBuild","cards.faction_5_unit_biomimetic_hulk_desc"
"445","cards.faction_5_unit_gigaloth_name","Unit","4","7","7","ModifierTokenCreator|ModifierBuild","cards.faction_5_unit_gigaloth_desc"
"446","cards.faction_5_unit_seismoid_name","Unit","2","3","1","","cards.faction_5_unit_seismoid_desc"
"447","cards.faction_5_unit_armada_name","Unit","6","5","6","ModifierSynergizeDamageClosestEnemy","cards.faction_5_unit_armada_desc"
"448","cards.faction_5_unit_erratic_raptyr_name","Unit","3","5","5","ModifierRebirth","cards.faction_5_unit_erratic_raptyr_desc"
"449","cards.faction_5_unit_ragnora_name","Unit","0","2","25","","cards.faction_5_unit_ragnora_desc"
"450","cards.building_name","Unit","4","0","10","ModifierToken|ModifierPortal",""
"451","Angered Okkadok","Unit","2","1","2","ModifierIntensifyBuffSelf","Intensify: This minion gains +1/+1."
"452","Mortar-maw","Unit","5","4","4","ModifierRanged","Ranged Whenever this minion attacks, it also damages enemies around its target."
"453","Beastclad Hunter","Unit","4","3","6","","Takes no damage from minions with less Attack."
"454","Oropsisaur","Unit","3","2","5","ModifierGrow","Grow: +1/+1. Whenever another friendly minion with Grow survives damage, that minion grows."
"455","Krater","Unit","3","2","4","ModifierOpeningGambitDamageEverything","Opening Gambit: Deal 1 damage to everything (including itself)."
"456","Hatefurnace","Unit","4","5","4","ModifierFirstBlood|ModifierFrenzy|ModifierOnSummonFromHandApplyEmblems|ModifierFateMagmarBuffQuest","Trial: Cast 7 spells that cause a minion to gain +Attack. Destiny: Minions summoned from your action bar gain Rush and Frenzy."
"457","Katastrophosaurus","Unit","5","6","26","ModifierToken",""
"458","Haruspex","Unit","4","7","6","","Whenever this minion takes damage, your opponent draws a card."
"501","cards.faction_6_unit_faie_name","Unit","0","2","25","","cards.faction_6_unit_faie_desc"
"503","cards.faction_6_unit_fenrir_warmaster_name","Unit","3","3","2","ModifierTokenCreator|ModifierDyingWishSpawnEntity","cards.faction_6_unit_fenrir_warmaster_desc"
"504","cards.faction_6_unit_ghost_wolf_name","Unit","2","3","2","ModifierToken",""
"505","cards.faction_6_unit_crystal_cloaker_name","Unit","2","2","3","ModifierInfiltrate","cards.faction_6_unit_crystal_cloaker_desc"
"506","cards.faction_6_unit_crystal_wisp_name","Unit","2","1","1","ModifierDyingWishBonusManaCrystal","cards.faction_6_unit_crystal_wisp_desc"
"507","cards.faction_6_unit_frosthorn_rhyno_name","Unit","5","6","5","ModifierTranscendance|ModifierInfiltrate","cards.faction_6_unit_frosthorn_rhyno_desc"
"508","cards.faction_6_unit_draugar_lord_name","Unit","6","4","8","ModifierTokenCreator|ModifierDyingWishSpawnEntity","cards.faction_6_unit_draugar_lord_desc"
"509","cards.faction_6_unit_ice_drake_name","Unit","4","4","8","ModifierToken",""
"510","cards.faction_6_unit_snow_chaser_name","Unit","1","2","1","ModifierInfiltrate","cards.faction_6_unit_snow_chaser_desc"
"511","cards.faction_6_unit_wolfraven_name","Unit","3","1","4","ModifierFlying|ModifierInfiltrate","cards.faction_6_unit_wolfraven_desc"
"512","cards.faction_6_unit_borean_bear_name","Unit","2","1","3","","cards.faction_6_unit_borean_bear_desc"
"513","cards.faction_6_unit_razorback_name","Unit","4","4","3","ModifierOpeningGambitApplyModifiers","cards.faction_6_unit_razorback_desc"
"514","cards.faction_6_unit_ancient_grove_name","Unit","7","7","7","ModifierDyingWishSpawnEntity|ModifierTokenCreator|ModifierProvoke|ModifierOpeningGambitApplyModifiers","cards.faction_6_unit_ancient_grove_desc"
"515","cards.faction_6_unit_voice_of_the_wind_name","Unit","4","4","4","ModifierTokenCreator","cards.faction_6_unit_voice_of_the_wind_desc"
"516","cards.faction_6_unit_treant_name","Unit","1","1","1","ModifierToken|ModifierProvoke","cards.faction_6_unit_treant_desc"
"517","cards.faction_6_unit_hearth_sister_name","Unit","2","3","2","ModifierOpeningGambit","cards.faction_6_unit_hearth_sister_desc"
"518","cards.faction_6_unit_winter_maerid_name","Unit","1","2","2","ModifierToken",""
"519","cards.faction_6_unit_glacial_elemental_name","Unit","3","2","3","","cards.faction_6_unit_glacial_elemental_desc"
"520","cards.faction_6_unit_fox_ravager_name","Unit","2","3","3","ModifierToken",""
"521","cards.faction_6_unit_whyte_drake_name","Unit","4","4","4","ModifierToken|ModifierFlying","cards.faction_6_unit_whyte_drake_desc"
"522","cards.faction_6_unit_seismic_elemental_name","Unit","4","5","5","ModifierToken",""
"523","cards.faction_6_unit_gravity_well_name","Unit","1","0","1","ModifierToken|ModifierWall|ModifierProvoke","cards.faction_6_unit_gravity_well_desc"
"524","cards.faction_6_unit_blazing_spines_name","Unit","1","3","3","ModifierToken|ModifierWall","cards.faction_6_unit_blazing_spines_desc"
"525","cards.faction_6_unit_bonechill_barrier_name","Unit","1","0","2","ModifierStunned|ModifierToken|ModifierWall","cards.faction_6_unit_bonechill_barrier_desc"
"526","cards.faction_6_unit_arctic_displacer_name","Unit","5","10","4","ModifierAirdrop","cards.faction_6_unit_arctic_displacer_desc"
"527","cards.faction_6_unit_kara_name","Unit","0","2","25","","cards.faction_6_unit_kara_desc"
"528","cards.faction_6_unit_wind_sister_name","Unit","4","4","5","ModifierInfiltrate","cards.faction_6_unit_wind_sister_desc"
"529","cards.faction_6_unit_snow_rippler_name","Unit","3","3","4","ModifierTokenCreator|ModifierInfiltrate","cards.faction_6_unit_snow_rippler_desc"
"530","cards.faction_6_unit_icy_name","Unit","2","2","3","ModifierOpeningGambit|ModifierStun|ModifierBattlePet","cards.faction_6_unit_icy_desc"
"531","cards.faction_6_unit_bur_name","Unit","2","3","3","ModifierTokenCreator|ModifierBattlePet","cards.faction_6_unit_bur_desc"
"532","cards.faction_6_unit_huldra_name","Unit","5","3","4","ModifierOpeningGambit|ModifierTranscendance","cards.faction_6_unit_huldra_desc"
"533","cards.faction_6_unit_iceblade_dryad_name","Unit","3","3","3","ModifierOpeningGambit|ModifierFlying","cards.faction_6_unit_iceblade_dryad_desc"
"534","cards.faction_6_unit_frostiva_name","Unit","5","3","3","ModifierTokenCreator|ModifierForcefield","cards.faction_6_unit_frostiva_desc"
"535","cards.faction_6_unit_night_howler_name","Unit","2","3","3","ModifierToken",""
"536","cards.faction_6_unit_myriad_name","Unit","3","3","3","ModifierTokenCreator|ModifierSynergizeSpawnVanarToken","cards.faction_6_unit_myriad_desc"
"537","cards.faction_6_unit_sleet_dasher_name","Unit","4","3","6","","cards.faction_6_unit_sleet_dasher_desc"
"538","cards.faction_6_unit_grandmaster_embla_name","Unit","8","5","5","ModifierTokenCreator|ModifierOpeningGambitSpawnVanarTokensAroundGeneral","cards.faction_6_unit_grandmaster_embla_desc"
"539","cards.faction_6_unit_kindred_hunter_name","Unit","3","3","3","ModifierTokenCreator|ModifierBondSpawnEntity","cards.faction_6_unit_kindred_hunter_desc"
"540","cards.faction_6_unit_circulus_name","Unit","2","1","1","ModifierTokenCreator","cards.faction_6_unit_circulus_desc"
"541","cards.faction_6_unit_ghost_seraphim_name","Unit","7","8","9","","cards.faction_6_unit_ghost_seraphim_desc"
"542","cards.faction_6_unit_hydrogarm_name","Unit","4","3","3","ModifierStun|ModifierSynergizeRazorArchitect","cards.faction_6_unit_hydrogarm_desc"
"543","cards.faction_6_unit_matron_elveiti_name","Unit","8","7","5","","cards.faction_6_unit_matron_elveiti_desc"
"544","cards.faction_6_unit_luminous_charge_name","Unit","1","0","1","ModifierToken|ModifierWall|ModifierDyingWishDamageNearbyEnemies","cards.faction_6_unit_luminous_charge_desc"
"545","cards.faction_6_unit_shivers_name","Unit","2","2","1","ModifierFlying|ModifierInfiltrate","cards.faction_6_unit_shivers_desc"
"546","cards.faction_6_unit_watchful_sentinel_name","Unit","3","3","3","ModifierToken","cards.faction_6_unit_watchful_sentinel_desc"
"547","cards.faction_6_unit_freeblade_name","Unit","3","3","5","ModifierSentinel|ModifierTokenCreator","cards.faction_6_unit_freeblade_desc"
"548","cards.faction_6_unit_drake_dowager_name","Unit","3","1","3","ModifierSentinel|ModifierTokenCreator|ModifierRanged","cards.faction_6_unit_drake_dowager_desc"
"549","cards.faction_6_unit_moonlit_basilysk_name","Unit","3","2","2","ModifierSentinel|ModifierTokenCreator","cards.faction_6_unit_moonlit_basilysk_desc"
"550","cards.faction_6_unit_crystal_arbiter_name","Unit","2","1","4","","cards.faction_6_unit_crystal_arbiter_desc"
"551","cards.building_name","Unit","2","0","10","ModifierToken|ModifierPortal",""
"552","cards.faction_6_unit_echo_deliverant_name","Unit","6","6","4","","cards.faction_6_unit_echo_deliverant_desc"
"553","cards.faction_6_unit_ursaplomb_name","Unit","1","4","5","ModifierToken","cards.faction_6_unit_ursaplomb_desc"
"554","cards.faction_6_unit_protosensor_name","Unit","2","2","2","ModifierTokenCreator|ModifierBuild|ModifierAirdrop","cards.faction_6_unit_protosensor_desc"
"555","cards.faction_6_unit_cryoblade_name","Unit","2","2","3","ModifierStunned","cards.faction_6_unit_cryoblade_desc"
"556","cards.faction_6_unit_draugar_eyolith_name","Unit","6","7","14","ModifierTokenCreator|ModifierBuild","cards.faction_6_unit_draugar_eyolith_desc"
"557","cards.faction_6_unit_denadoro_name","Unit","4","4","5","","cards.faction_6_unit_denadoro_desc"
"558","cards.faction_6_unit_ilena_name","Unit","0","2","25","ModifierStun","cards.faction_6_unit_ilena_desc"
"559","cards.building_name","Unit","6","0","10","ModifierToken|ModifierPortal",""
"560","Cloudcaller","Unit","5","4","5","ModifierOpeningGambitRefreshSignatureCard|ModifierOpeningGambitChangeSignatureCardForThisTurn","Opening Gambit: Your Bloodbound Spell refreshes and is Lesser Waterball this turn."
